customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total,Contas_Diarias
7895-VONWT,False,Female,0,No,No,25,No,False,DSL,False,False,True,False,True,True,Month-to-month,Yes,Electronic check,48.25,1293.8,1.61
7905-TVXTA,False,Female,0,No,No,5,Yes,False,DSL,True,False,False,True,True,False,Month-to-month,Yes,Electronic check,64.35,352.65,2.14
7924-GJZFI,False,Female,1,Yes,No,25,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,69.3,1813.1,2.31
7978-DKUQH,False,Female,0,Yes,No,25,Yes,False,Fiber optic,False,False,True,False,False,False,Month-to-month,Yes,Electronic check,74.6,1797.75,2.49
8003-EWNDZ,False,Female,0,No,No,10,Yes,False,No,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,21.2,222.65,0.71
8012-SOUDQ,False,Female,1,No,No,43,Yes,True,Fiber optic,False,True,False,False,True,False,Month-to-month,Yes,Electronic check,90.25,3838.75,3.01
8035-PWSEV,False,Female,0,No,No,6,Yes,False,Fiber optic,False,False,True,True,False,True,Month-to-month,Yes,Electronic check,89.25,487.05,2.98
8096-LOIST,False,Female,0,No,No,19,Yes,False,DSL,False,False,False,False,False,True,Month-to-month,Yes,Electronic check,56.2,1093.4,1.87
8100-HZZLJ,False,Female,0,No,Yes,43,Yes,False,DSL,True,True,False,False,False,True,Month-to-month,Yes,Electronic check,63.95,2737.05,2.13
8104-OSKWT,False,Female,0,No,No,12,Yes,True,Fiber optic,True,False,False,False,False,False,Month-to-month,Yes,Electronic check,79.8,1001.2,2.66
8108-UXRQN,False,Female,0,Yes,Yes,11,No,False,DSL,True,False,False,False,True,True,Month-to-month,No,Electronic check,50.55,565.35,1.68
8160-HOWOX,False,Female,0,No,No,7,Yes,False,DSL,False,False,False,False,True,True,Month-to-month,Yes,Electronic check,66.85,458.1,2.23
8189-HBVRW,False,Female,0,No,No,53,Yes,True,Fiber optic,True,True,True,False,False,False,Month-to-month,No,Electronic check,90.8,4921.2,3.03
8189-XRIKE,False,Female,1,No,No,32,Yes,False,Fiber optic,False,False,False,False,True,True,Month-to-month,No,Electronic check,90.95,2897.95,3.03
8229-MYEJZ,False,Female,0,No,No,10,Yes,False,DSL,False,True,False,False,False,False,Month-to-month,No,Electronic check,51.2,498.25,1.71
8242-SOQUO,False,Female,1,No,No,5,Yes,False,Fiber optic,False,True,False,False,True,False,Month-to-month,Yes,Electronic check,84.7,392.5,2.82
8313-NDOIA,False,Female,0,No,No,24,Yes,True,Fiber optic,False,True,True,False,True,True,Month-to-month,Yes,Electronic check,104.15,2494.65,3.47
8325-QRPZR,False,Female,0,No,No,7,Yes,False,Fiber optic,False,False,True,False,False,False,Month-to-month,Yes,Electronic check,75.15,525.0,2.51
8356-WUAOJ,False,Female,0,Yes,No,1,Yes,False,DSL,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,45.0,45.0,1.5
8384-FZBJK,False,Female,0,Yes,Yes,57,Yes,True,Fiber optic,False,True,False,False,True,True,Month-to-month,Yes,Electronic check,100.6,5611.7,3.35
8400-WZICQ,False,Female,0,Yes,Yes,55,Yes,False,DSL,True,True,False,False,False,False,Month-to-month,No,Electronic check,55.7,3131.8,1.86
8404-VLQFB,False,Female,0,Yes,Yes,15,Yes,True,No,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,25.25,394.85,0.84
8450-UYIBU,False,Female,1,No,No,35,No,False,DSL,False,False,True,False,True,False,Month-to-month,Yes,Electronic check,39.85,1434.6,1.33
8468-EHYJA,False,Female,0,Yes,No,57,Yes,True,Fiber optic,True,False,False,False,True,True,Month-to-month,Yes,Electronic check,99.65,5497.05,3.32
8486-AYEQH,False,Female,0,No,No,31,Yes,True,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,76.05,2227.8,2.53
8495-PRWFH,False,Female,1,No,No,42,Yes,True,DSL,False,False,True,False,False,False,Month-to-month,No,Electronic check,55.65,2421.75,1.86
8541-QVFKM,False,Female,0,No,No,8,Yes,True,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,73.5,632.2,2.45
8552-OBVRU,False,Female,1,Yes,Yes,48,Yes,False,Fiber optic,True,False,True,True,True,True,Month-to-month,Yes,Electronic check,104.5,5068.05,3.48
8584-KMVXD,False,Female,0,No,No,8,Yes,False,Fiber optic,False,True,False,False,False,False,Month-to-month,No,Electronic check,75.6,535.55,2.52
8620-RJPZN,False,Female,0,No,No,1,Yes,False,No,False,False,False,False,False,False,Month-to-month,No,Electronic check,20.7,20.7,0.69
8622-ZLFKO,False,Female,0,Yes,No,6,Yes,True,Fiber optic,False,True,False,False,False,True,Month-to-month,Yes,Electronic check,90.75,512.25,3.02
8623-ULFNQ,False,Female,1,No,No,26,Yes,True,DSL,False,False,False,True,False,True,Month-to-month,Yes,Electronic check,66.05,1652.4,2.2
8630-FJLIB,False,Female,0,No,No,18,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,69.8,1221.65,2.33
8631-WUXGY,False,Female,0,No,Yes,46,Yes,False,Fiber optic,False,True,True,False,True,True,Month-to-month,Yes,Electronic check,99.8,4391.25,3.33
8648-PFRMP,False,Female,1,No,No,14,No,False,DSL,False,False,False,False,True,True,Month-to-month,Yes,Electronic check,46.35,672.7,1.55
8671-KKKOS,False,Female,0,Yes,No,46,No,False,DSL,True,True,False,False,True,False,Month-to-month,No,Electronic check,45.55,2062.15,1.52
8709-KRDVL,False,Female,0,No,No,33,Yes,True,Fiber optic,False,True,False,False,True,True,Month-to-month,Yes,Electronic check,100.0,3320.6,3.33
8734-DKSTZ,False,Female,0,Yes,Yes,10,Yes,True,Fiber optic,False,False,False,False,False,True,Month-to-month,No,Electronic check,85.95,858.6,2.86
8739-XNIKG,False,Female,0,No,No,5,Yes,True,Fiber optic,False,False,False,False,True,False,Month-to-month,Yes,Electronic check,84.0,424.75,2.8
8754-GZCEH,False,Female,0,Yes,No,25,Yes,False,Fiber optic,False,False,False,True,True,True,Month-to-month,Yes,Electronic check,95.15,2395.7,3.17
8756-RDDLT,False,Female,0,No,No,68,No,False,DSL,False,True,False,True,False,True,Month-to-month,No,Electronic check,44.95,3085.35,1.5
8778-LMWTJ,False,Female,0,No,No,9,Yes,False,Fiber optic,True,False,False,False,False,False,Month-to-month,Yes,Electronic check,74.85,708.2,2.49
8785-CJSHH,False,Female,0,Yes,No,60,Yes,True,Fiber optic,False,True,False,False,True,True,Month-to-month,Yes,Electronic check,99.8,5985.75,3.33
8800-JOOCF,False,Female,0,No,Yes,12,Yes,True,Fiber optic,False,False,False,False,True,False,Month-to-month,Yes,Electronic check,84.05,966.55,2.8
8800-ZKRFW,False,Female,0,Yes,Yes,30,Yes,True,Fiber optic,False,True,True,True,True,True,Month-to-month,Yes,Electronic check,107.5,3242.5,3.58
8807-ARQET,False,Female,0,No,No,41,No,False,DSL,False,True,False,False,False,True,Month-to-month,Yes,Electronic check,40.35,1677.85,1.34
8818-DOPVL,False,Female,1,No,No,46,Yes,True,Fiber optic,False,True,True,False,True,True,Month-to-month,Yes,Electronic check,104.45,4863.85,3.48
8878-RYUKI,False,Female,0,No,No,52,Yes,False,DSL,False,False,True,False,False,True,Month-to-month,Yes,Electronic check,59.45,3043.7,1.98
8903-WMRNW,False,Female,0,Yes,No,15,Yes,False,Fiber optic,True,False,True,False,True,True,Month-to-month,No,Electronic check,101.75,1669.4,3.39
8933-FSHGW,False,Female,1,Yes,No,25,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,69.3,1813.1,2.31
8963-MQVYN,False,Female,0,No,Yes,22,Yes,False,No,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,20.55,469.85,0.68
8967-SZQAS,False,Female,0,No,No,14,Yes,False,DSL,False,True,False,False,False,False,Month-to-month,No,Electronic check,50.45,765.45,1.68
8980-WQFWL,False,Female,0,No,No,35,Yes,False,DSL,False,False,True,False,False,True,Month-to-month,Yes,Electronic check,62.1,2096.1,2.07
8990-ZXLSU,False,Female,0,No,No,9,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,No,Electronic check,69.05,651.5,2.3
8992-CEUEN,False,Female,0,No,No,1,Yes,False,No,False,False,False,False,False,False,Month-to-month,No,Electronic check,18.85,18.85,0.63
8992-VONJD,False,Female,0,No,Yes,13,Yes,False,DSL,True,True,False,False,False,False,Month-to-month,Yes,Electronic check,56.0,764.55,1.87
9026-LHEVG,False,Female,0,No,No,9,No,False,DSL,False,True,False,False,False,True,Month-to-month,No,Electronic check,40.75,359.4,1.36
9058-HRZSV,False,Female,1,Yes,No,65,Yes,False,Fiber optic,True,True,True,False,False,True,Month-to-month,No,Electronic check,94.4,6126.15,3.15
9058-MJLZC,False,Female,0,No,No,24,Yes,False,Fiber optic,True,False,False,False,True,True,Month-to-month,Yes,Electronic check,94.6,2283.15,3.15
9078-GDRPJ,False,Female,0,Yes,Yes,63,Yes,True,Fiber optic,True,True,True,False,True,False,Month-to-month,Yes,Electronic check,100.55,6215.35,3.35
9093-FPDLG,False,Female,0,No,No,11,Yes,False,Fiber optic,False,True,True,True,False,True,Month-to-month,Yes,Electronic check,94.2,999.9,3.14
9094-AZPHK,False,Female,0,No,No,15,Yes,True,Fiber optic,False,True,False,False,True,True,Month-to-month,Yes,Electronic check,100.15,1415.0,3.34
9099-FTUHS,False,Female,0,No,No,23,Yes,True,DSL,True,False,False,False,False,False,Month-to-month,No,Electronic check,54.4,1249.25,1.81
9112-WSNPU,False,Female,1,No,No,35,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,No,Electronic check,70.55,2419.0,2.35
9137-UIYPG,False,Female,0,Yes,Yes,35,Yes,False,Fiber optic,True,False,True,True,True,True,Month-to-month,Yes,Electronic check,106.9,3756.45,3.56
9143-CANJF,False,Female,0,Yes,Yes,24,Yes,False,DSL,True,False,False,True,False,False,Month-to-month,No,Electronic check,55.15,1319.85,1.84
9163-GHAYE,False,Female,0,No,No,15,Yes,False,DSL,False,True,False,False,False,False,Month-to-month,No,Electronic check,48.85,736.8,1.63
9168-INPSZ,False,Female,1,Yes,No,44,Yes,True,Fiber optic,False,False,True,True,True,True,Month-to-month,No,Electronic check,104.15,4495.65,3.47
9208-OLGAQ,False,Female,1,No,No,18,Yes,False,Fiber optic,False,False,True,False,False,True,Month-to-month,Yes,Electronic check,84.95,1443.65,2.83
9218-TUMIQ,False,Female,0,Yes,Yes,62,Yes,False,Fiber optic,False,True,True,False,True,True,Month-to-month,Yes,Electronic check,100.15,6283.3,3.34
9278-VZKCD,False,Female,1,Yes,No,52,Yes,True,Fiber optic,True,True,True,False,True,True,Month-to-month,Yes,Electronic check,109.1,5647.95,3.64
9281-PKKZE,False,Female,0,Yes,No,46,No,False,DSL,False,False,False,False,True,True,Month-to-month,Yes,Electronic check,43.95,2007.85,1.46
9290-SHCMB,False,Female,1,No,No,13,Yes,False,Fiber optic,False,False,True,False,True,True,Month-to-month,Yes,Electronic check,96.85,1235.55,3.23
9314-IJWSQ,False,Female,0,Yes,Yes,14,Yes,True,Fiber optic,False,False,False,False,True,False,Month-to-month,Yes,Electronic check,84.8,1203.9,2.83
9332-GYWLO,False,Female,0,Yes,Yes,6,Yes,False,DSL,False,False,False,False,True,False,Month-to-month,No,Electronic check,54.85,355.1,1.83
9355-NPPFS,False,Female,1,No,No,26,Yes,False,Fiber optic,False,False,False,False,False,True,Month-to-month,Yes,Electronic check,78.8,2006.1,2.63
9371-CLMGW,False,Female,0,No,No,6,Yes,False,Fiber optic,False,False,False,False,True,True,Month-to-month,No,Electronic check,89.3,577.6,2.98
9374-YOLBJ,False,Female,0,Yes,Yes,1,Yes,False,No,False,False,False,False,False,False,Month-to-month,No,Electronic check,19.25,19.25,0.64
9402-ORRAH,False,Female,1,No,No,15,Yes,False,Fiber optic,False,False,False,False,True,True,Month-to-month,Yes,Electronic check,91.5,1400.3,3.05
9408-HRXRK,False,Female,0,Yes,Yes,45,Yes,True,Fiber optic,True,True,False,False,True,True,Month-to-month,Yes,Electronic check,105.15,4730.9,3.51
9415-TPKRV,False,Female,0,Yes,Yes,8,Yes,True,DSL,False,True,False,False,False,False,Month-to-month,No,Electronic check,55.75,446.8,1.86
9508-ILZDG,False,Female,1,No,No,34,Yes,True,Fiber optic,False,True,False,True,True,False,Month-to-month,Yes,Electronic check,96.35,3190.25,3.21
9522-BNTHX,False,Female,1,No,No,34,No,False,DSL,False,True,True,False,True,True,Month-to-month,Yes,Electronic check,56.25,1765.95,1.88
9555-SAHUZ,False,Female,0,Yes,Yes,38,Yes,False,DSL,True,True,False,False,False,False,Month-to-month,No,Electronic check,54.5,2076.05,1.82
9588-OZDMQ,False,Female,0,Yes,No,2,Yes,False,DSL,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,45.0,89.75,1.5
9605-WGJVW,False,Female,1,No,No,1,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,70.2,70.2,2.34
9633-XQABV,False,Female,0,No,No,3,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,70.25,229.7,2.34
9643-AVVWI,False,Female,0,Yes,Yes,3,Yes,False,Fiber optic,False,True,False,True,False,False,Month-to-month,Yes,Electronic check,80.0,241.3,2.67
9659-QEQSY,False,Female,0,No,No,45,Yes,True,Fiber optic,True,True,True,True,True,True,Month-to-month,Yes,Electronic check,115.65,5125.5,3.86
9699-UBQFS,False,Female,1,Yes,No,43,Yes,True,Fiber optic,True,True,False,False,True,False,Month-to-month,Yes,Electronic check,94.5,4156.8,3.15
9700-ISPUP,False,Female,0,Yes,Yes,10,Yes,False,DSL,False,True,False,True,False,True,Month-to-month,Yes,Electronic check,65.5,616.9,2.18
9732-EQMWY,False,Female,0,Yes,No,49,Yes,False,Fiber optic,False,True,True,False,True,True,Month-to-month,No,Electronic check,99.4,5025.0,3.31
9752-ZNQUT,False,Female,0,No,No,1,Yes,False,DSL,False,True,False,False,False,False,Month-to-month,Yes,Electronic check,48.6,48.6,1.62
9779-DPNEJ,False,Female,0,Yes,Yes,22,Yes,False,Fiber optic,False,False,False,False,False,True,Month-to-month,Yes,Electronic check,80.15,1790.65,2.67
9799-CAYJJ,False,Female,1,Yes,No,2,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,69.3,153.8,2.31
9822-OAOVB,False,Female,0,No,No,1,Yes,False,DSL,False,False,False,False,False,True,Month-to-month,Yes,Electronic check,55.45,55.45,1.85
9822-WMWVG,False,Female,0,No,No,41,Yes,True,Fiber optic,True,True,True,True,True,False,Month-to-month,Yes,Electronic check,106.5,4282.4,3.55
9840-EFJQB,False,Female,0,No,No,1,Yes,False,Fiber optic,False,True,False,False,False,False,Month-to-month,No,Electronic check,74.35,74.35,2.48
9853-JFZDU,False,Female,0,Yes,No,35,Yes,False,DSL,False,True,False,True,False,False,Month-to-month,No,Electronic check,56.85,1861.1,1.9
9881-VCZEP,False,Female,0,Yes,No,25,Yes,True,DSL,False,True,False,False,False,False,Month-to-month,No,Electronic check,54.1,1373.0,1.8
9919-KNPOO,False,Female,0,Yes,No,21,Yes,True,Fiber optic,False,False,False,False,True,True,Month-to-month,Yes,Electronic check,94.3,1948.35,3.14
